51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
!6;SIMULATION;ECONOMY;CLASS;MEASURE;TERM;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068
*;3;EUR;EQUITY;RET_IDX;0;100;92.31191059;86.14021982;78.81283699;68.10902925;51.68914483;55.4626223;72.92593084;51.23512224;52.26975;46.58647621;51.32229178;54.63630103;60.10293951;72.4445491;78.53997598;48.5575551;60.30155848;82.97284669;98.93756109;82.7925943;97.63307888;126.0096177;113.8768438;95.76911321;98.79129086;116.9159344;162.9904817;188.9866156;169.8185445;160.9188912;195.1306971;197.8011607;314.1572185;270.7637666;206.4389966;232.6030082;296.7459908;236.9805446;249.2406392;337.4714595;274.0676168;347.1013249;370.8099436;604.2268428;579.5085814;425.1898782;526.913806;574.8717086;823.4633385;847.8066794
*;3;EUR;IMMOBILIER;RET_IDX;0;100;90.84324684;77.67124406;67.07458736;76.53511837;70.70178346;72.57055583;76.09756414;70.60208224;76.69605354;84.58981177;91.49594617;97.79715209;95.66151807;108.9054292;116.4518082;100.8935874;107.4756467;114.3306234;124.2579765;135.5587196;139.8929539;154.6015938;142.5032044;158.6296642;168.4575004;192.3182991;238.4702465;219.2573439;218.6831611;213.0302105;250.7885264;264.9172005;260.5793891;289.9242672;298.8520057;295.4286464;353.7698678;333.4260097;347.0873638;383.4055801;347.3248785;374.6548557;315.7227489;376.2962269;391.2594737;406.5450002;456.7718783;399.3636436;512.7966131;574.1748114
*;4;EUR;VALN;DEF;0;1;1.003341126;1.007356506;1.007080486;1.002015309;0.999903881;0.996993801;0.996848918;0.996382245;0.993691552;0.993320282;0.996926287;1.001663558;1.007622713;1.012556559;1.01513106;1.016481255;1.01811901;1.020477303;1.024612592;1.026137523;1.026955783;1.027741524;1.030688464;1.033493127;1.034895724;1.034198013;1.030451335;1.022477886;1.013974039;1.001378504;0.984110478;0.964263756;0.938489568;0.912056163;0.889489589;0.864750535;0.834543914;0.803025947;0.770422888;0.734172965;0.700020101;0.66396039;0.626637763;0.593144288;0.566256593;0.545892936;0.530138041;0.516666731;0.506049695;0.497928977
*;4;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.5695497;101.1660179;102.3472548;103.370388;104.4856699;105.4930163;106.4714437;107.4223558;108.1941157;108.6461216;109.0463644;109.5063313;109.9974864;110.4716388;110.9203996;111.1953145;111.2413071;110.8384939;110.3419038;109.585865;108.7211997;107.6090644;106.4311395;104.976001;103.5295873;102.387332;101.3286088;100.2867259;99.49276645;98.99604527;98.60759086;98.53716509;98.4466173;97.9900561;97.46958667;97.21513418;97.00940696;96.81847729;96.72694802;96.30158148;95.86094537;95.45125638;94.38219518;92.17872688;89.11703229;85.29006254;81.11859943;76.55367048;71.72337739
*;4;EUR;EQUITY;RET_IDX;0;100;80.76925125;86.42293897;128.9834066;99.06586658;107.0997688;75.89332729;62.60060294;47.79545672;38.29538714;29.61829913;44.63710958;38.5585438;38.12426564;39.63083159;24.35585405;22.77037766;18.56277717;12.41726873;12.64547614;8.627652208;7.976304233;7.790869837;7.302345774;7.894138319;7.393404274;8.912806467;11.98840261;13.57181813;20.83973751;22.44160118;23.89426423;28.97029745;30.09746989;27.92446843;45.56387642;43.73287207;30.33399197;38.38030084;31.99077469;29.69336537;29.90832979;34.00979684;32.35527347;26.54139673;24.11036937;20.73109007;17.27102811;12.00369088;12.63584033;14.46271507
*;4;EUR;IMMOBILIER;RET_IDX;0;100;90.73088393;94.26508562;95.83230177;74.64962696;71.10421224;61.75418037;70.01545645;77.33961616;65.24041999;55.57959665;53.67348038;50.54766544;51.97171472;48.27686693;46.21183608;42.99003298;40.93771738;35.29058674;39.69856214;37.68801002;38.87199553;34.86853766;34.54190288;38.81956991;38.06236386;38.98614606;37.86982859;38.36368298;39.2604676;46.63374836;51.13113584;57.60845702;59.15805014;55.59111045;65.50524391;82.95366022;75.73843539;81.05346183;89.26139393;81.38582542;87.60880739;117.8771611;130.0714557;125.3999667;116.6056905;114.0471397;111.237802;109.351087;101.8000111;98.46711824
*;5;EUR;VALN;DEF;0;1;1.003341126;1.00597132;1.003795964;0.989947189;0.962809729;0.927034435;0.889836829;0.846824173;0.805991264;0.770298898;0.746155573;0.726353969;0.708474183;0.692680184;0.679962365;0.667907569;0.658379561;0.649988031;0.642497126;0.639370502;0.639052215;0.639461775;0.641437136;0.642708392;0.643340138;0.64141456;0.639148047;0.634067568;0.625562036;0.614638065;0.596695677;0.572859273;0.546430292;0.520400538;0.491727455;0.462275445;0.433540852;0.404861729;0.377989564;0.356473536;0.339930882;0.325601543;0.31212655;0.297795417;0.28316726;0.269339401;0.255459483;0.240750579;0.22666827;0.213163469
*;5;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.8305856;101.9790152;104.1453978;107.5128139;112.0338943;116.9858385;123.0528438;129.4065067;135.1793126;139.5890507;143.0083413;145.6592358;147.4525483;148.5796501;149.1391348;149.1063469;148.5579267;147.309819;144.9375936;141.8199484;138.0448475;134.0167988;129.7964097;125.6444048;121.6777897;117.6948261;113.8934912;110.5931403;107.7994313;106.1520667;105.4889499;105.4219549;105.6878647;106.6136138;107.9299245;109.3230961;111.2427974;113.1125198;113.9684112;113.79945;112.9208822;111.8471266;111.0910371;110.5573955;109.7735639;109.1490824;108.6485709;108.146567;107.4911317
*;5;EUR;EQUITY;RET_IDX;0;100;107.2390298;117.5818661;144.2664544;139.1316712;150.5852486;132.6983446;157.8235287;157.2932669;132.7450114;163.7919356;210.6573953;219.4954004;231.2955098;320.8940419;432.3766023;426.8681828;540.8314096;630.1301364;567.8989375;369.5802461;262.3893584;181.0244239;154.8291461;140.355969;114.571854;97.88890971;113.6811419;71.54868974;87.060968;115.3474575;116.9837589;97.69545195;126.5159042;135.5556112;135.9019578;128.960232;178.8842914;194.0887493;188.3312917;206.6601384;189.8811642;199.0894031;270.3349624;314.2827691;319.0229255;339.2733463;376.1837001;478.297208;640.4522719;632.0945303
*;5;EUR;IMMOBILIER;RET_IDX;0;100;97.37079357;91.17743484;109.5503338;129.5709544;130.8605139;142.7866148;173.4323796;160.5974586;171.7998714;159.9378306;164.9263947;167.7109986;178.68322;188.5325198;209.7515128;197.8513398;212.8564066;215.9722496;202.3782198;171.494001;157.815557;128.5184144;126.8353497;119.7839523;130.2740104;120.3924476;146.4773075;143.4326993;130.3368304;155.0656077;150.5385022;146.3498125;133.4636434;158.270832;153.0046679;176.6224773;177.6598345;201.5125389;225.6477343;249.9510015;268.3644508;279.5713664;307.9268436;314.9293316;307.5473762;314.1145841;355.5157301;361.3210221;371.1055537;410.2723989
*;6;EUR;VALN;DEF;0;1;1.003341126;1.002321894;0.997045508;0.98926992;0.979497796;0.967581784;0.954404095;0.945591595;0.939038221;0.935312643;0.935623492;0.936412829;0.93828749;0.94211288;0.948012924;0.955791795;0.964340805;0.971664897;0.981252437;0.991833719;1.002958118;1.012653504;1.019189102;1.023684426;1.026133245;1.023089805;1.010185465;0.993251087;0.977230241;0.958270664;0.934967127;0.905022856;0.872161675;0.841639816;0.807828233;0.771180831;0.738209572;0.711117667;0.685579499;0.662098188;0.635455977;0.604508363;0.570792848;0.538993234;0.507017359;0.475401808;0.444037994;0.410192302;0.378664691;0.351590061
*;6;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.9878027;102.0187907;103.5207613;105.3315826;107.3875734;109.4801856;111.4105557;113.1699068;114.8627068;116.2472083;117.4012864;118.3913387;119.1765873;119.3854903;119.072009;118.328609;117.5172828;116.6785706;115.7994079;114.8911944;113.9733292;113.2594953;112.4720808;111.6811733;110.9841124;110.7569988;110.2256909;109.4054597;108.5010486;107.6845489;107.1864063;106.7807033;105.8646804;105.1617893;104.8827862;104.3342715;103.2377043;102.2526642;101.1132696;100.5916324;101.0726959;102.1541722;103.2245849;104.517091;106.122755;108.0072906;111.0082339;114.2723309;117.1872879
*;6;EUR;EQUITY;RET_IDX;0;100;122.0039633;105.3355664;87.69972581;99.21035566;109.7558082;127.9719132;153.4011019;155.3662956;153.9665305;159.5239586;170.4563275;174.6028038;196.0521849;191.4146227;155.6951576;178.7104523;260.8684352;252.7043118;245.0883856;192.8152124;177.511692;137.6185907;112.2578746;130.0740046;155.0197018;190.0204554;155.4038471;115.7377017;124.4853058;112.1549593;114.4194011;106.5103098;74.30970465;89.16593807;92.69798146;112.1102796;76.25683638;70.75037636;77.93706763;119.8510309;152.9946243;212.3986311;200.1134969;152.336665;144.5649306;143.4319145;159.3346204;171.843247;198.355399;169.3855099
*;6;EUR;IMMOBILIER;RET_IDX;0;100;107.0058796;119.2164681;106.8028291;107.3031461;118.645176;152.6153685;154.0539676;154.4624032;138.8936424;133.7345639;142.9714612;158.3943443;155.1571126;152.6792605;153.5686853;162.334566;159.4042297;131.8493904;145.126414;135.0292103;126.401692;131.0008835;128.8168397;129.6666355;152.546805;183.7310008;192.5443635;176.9119581;196.4124196;222.7159533;243.2428594;238.3256726;217.3805621;274.3536699;303.7562406;288.140645;277.3954605;280.0014864;253.6985331;281.333114;296.0462383;308.1342342;302.4171382;316.1908388;339.1910432;384.3903791;466.4606994;490.3810305;472.0360947;450.6832691
*;7;EUR;VALN;DEF;0;1;1.003341126;1.004761319;0.999539927;0.986497234;0.965289851;0.93993819;0.907525477;0.877192306;0.846471526;0.822531304;0.804362919;0.790874938;0.776823088;0.754921369;0.727203536;0.699854698;0.665481425;0.619760008;0.576430464;0.526726359;0.472667533;0.419015257;0.368210498;0.32005648;0.277940349;0.241267958;0.212116854;0.188116822;0.168344506;0.152473942;0.138312529;0.12491939;0.111958039;0.101210713;0.091883523;0.083125301;0.075326578;0.069051155;0.063748291;0.058811959;0.054196377;0.049312567;0.044365046;0.039757586;0.035301846;0.031363242;0.027594931;0.024272147;0.021372858;0.018774458
*;7;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.7080705;101.8087178;104.0603786;107.3666925;111.3794602;116.2579786;121.2007159;126.3978801;130.9893224;134.8100553;138.4729481;142.3600048;147.4701903;153.7600223;160.4747961;168.7310204;180.0379668;192.2476012;207.7152913;226.7796857;249.7684263;275.6903985;305.718412;337.9247559;371.8646328;402.5663849;430.645154;456.1986819;477.9881854;499.2008238;522.128043;549.325659;574.5950446;598.4788403;624.6990253;651.6207378;673.925215;693.2873122;713.6197056;734.650198;765.6969418;806.3675941;852.6770509;908.9077122;967.2949595;1035.417177;1107.016955;1178.648645;1255.111195
*;7;EUR;EQUITY;RET_IDX;0;100;97.38379529;116.3465112;172.6945287;215.6127373;291.4640725;307.6704987;274.8296867;279.262933;269.9759767;332.2229128;487.7839147;631.8065418;639.4784941;665.0650677;509.8193779;513.9501499;881.6807034;1187.968;1244.193878;1139.269541;1787.499049;2126.276495;2006.066782;2073.000531;3849.52538;3716.358129;5091.893396;6016.499573;4794.213358;6220.854301;8095.936537;8238.853494;10117.65104;13318.19681;15434.91957;18861.62618;18483.99417;21854.92538;22466.96097;21540.46122;20090.35356;23229.00445;26460.65029;31346.3562;27287.11876;37219.87846;54696.92772;67168.78519;75258.2878;105289.0489
*;7;EUR;IMMOBILIER;RET_IDX;0;100;109.9404399;124.7336715;153.3916696;165.7370114;156.3455843;180.7032589;187.1330532;200.7820052;188.567076;163.5976271;172.6622488;197.1930275;218.9743035;235.2070298;206.4841997;264.3068538;316.6756285;284.0062124;379.9199564;452.5170131;562.9299135;709.8744608;800.895594;864.5500857;1025.496232;1018.915817;1231.665251;1328.580467;1238.329763;1589.72583;1823.832976;1777.617716;1673.156667;1874.978401;2406.704079;2669.375423;2670.593408;2800.137362;3151.651168;2877.721446;3912.295494;4382.7722;4355.362855;5708.870055;6072.76199;7750.177494;8640.885777;11524.40931;13817.2459;17255.32958
*;8;EUR;VALN;DEF;0;1;1.003341126;1.00527704;1.004843327;1.000780202;0.993698431;0.981844542;0.967393142;0.947244179;0.914656186;0.872711153;0.823243424;0.766222058;0.70656361;0.650807488;0.601645365;0.561809462;0.531796634;0.507961406;0.484666497;0.460893521;0.435141814;0.408509752;0.3796924;0.350104794;0.321668103;0.296142237;0.273021282;0.25180299;0.231642798;0.213223849;0.195711054;0.178819157;0.163117902;0.147973839;0.133635547;0.121299986;0.112115064;0.105010339;0.099983715;0.095362931;0.090860611;0.08651367;0.082058411;0.077636955;0.073552978;0.06960338;0.06594901;0.062187751;0.057694581;0.053138842
*;8;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.690551;101.365298;102.250549;103.2445425;104.2539653;105.4708998;107.0972037;110.0455429;113.9721141;119.1702847;125.8587811;134.0737011;142.7539922;151.5135981;159.3531394;165.5320948;170.3614171;175.5837114;181.5562266;189.101937;197.8245561;208.6073229;221.3442351;235.0503848;248.5208683;262.1705388;276.7474767;293.5638405;311.8040364;332.586454;356.87479;383.6891951;415.261364;451.5171986;488.5968635;520.4359136;547.4538823;569.0880022;589.9957033;614.0111577;641.2821582;673.1799243;710.6630609;749.9935405;793.5232555;840.0445329;892.6504706;961.5779161;1042.970361
*;8;EUR;EQUITY;RET_IDX;0;100;73.28069657;83.82843648;69.2770492;72.58463946;82.51214988;67.12253593;69.18393682;98.20291034;92.35114128;153.7778486;133.8161481;183.5019071;162.7779547;272.548467;357.5504211;315.5230301;386.0496198;385.0157264;641.5426141;639.7919773;451.2231688;392.6435942;359.8545364;336.4734561;405.4890026;418.8985758;487.1899083;704.5677551;701.9076592;862.5023644;1162.89757;1127.74207;1297.395018;1609.471821;1810.723242;1741.906595;1733.287955;2016.192012;2154.757833;2439.381051;2167.670214;2156.656531;3606.525924;3585.049188;3344.082484;2286.100858;2427.703284;2671.96076;1998.659318;1626.54357
*;8;EUR;IMMOBILIER;RET_IDX;0;100;105.8480032;104.8105478;86.23607684;85.24515061;90.22358767;80.5408383;73.92370585;84.37278051;84.3988602;93.52783115;108.596946;121.1312621;116.5998315;122.2706175;131.7021386;137.2306511;136.5328217;151.6048308;160.4627152;150.0056711;134.5321444;131.3272379;140.0694508;140.643462;143.1381329;157.023996;168.4671518;168.5657391;151.6749023;175.3382272;191.352775;208.8907692;235.3032925;278.1825288;302.3146661;250.78666;260.8389535;235.163978;253.779908;277.1915324;263.448562;270.4748331;289.8703457;262.0994521;260.1068854;255.020211;243.8242323;291.0786324;273.4309699;267.5321129
*;9;EUR;VALN;DEF;0;1;1.003341126;1.004526665;1.004212452;0.994967888;0.974039398;0.944758349;0.913667392;0.892873366;0.878847537;0.866701211;0.856406265;0.847597777;0.842761177;0.841212282;0.837815594;0.830290162;0.82542774;0.825001804;0.825772231;0.826822083;0.826186513;0.823474637;0.814213583;0.803229317;0.790084032;0.774007903;0.752039147;0.727398576;0.701003663;0.673654591;0.635956166;0.59555496;0.550937641;0.507225544;0.466653244;0.427570851;0.391841352;0.356314114;0.324506471;0.295539146;0.269983214;0.24618961;0.225952421;0.207018251;0.19057768;0.176061545;0.16324301;0.15148458;0.139765662;0.128535588
*;9;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.6783606;101.0808943;101.9523847;103.8559573;106.6520795;109.4005672;111.2508955;112.1580897;112.6401687;112.7587414;112.308519;111.2746338;109.7485816;108.0325846;106.4137442;104.5504402;102.1759482;99.76215138;97.18601667;94.83041303;92.71157068;91.04550659;89.52699112;88.23648472;87.16272236;86.50922792;86.23493541;86.0991771;86.01991663;87.14008467;88.82940838;91.15994746;93.85697532;96.37466003;99.09001578;101.810715;105.1855498;108.6104245;112.0849201;115.3686311;118.6743582;121.5046009;124.2177284;126.4245922;128.0301644;128.9178213;129.5393267;130.1679295;130.4035575
*;9;EUR;EQUITY;RET_IDX;0;100;93.52120993;63.09498305;57.44366298;72.52999876;70.54600181;42.90403071;37.79209486;53.24337094;81.10815611;106.9903482;99.55883286;87.21833737;95.93052084;135.668795;138.7448386;78.7801695;59.6097723;53.76972559;36.61573141;35.93140227;37.7030633;42.46915261;34.39490049;41.91168695;43.57948605;41.23615292;54.27341371;52.31765836;56.92840034;81.1322099;74.94480897;88.9559599;111.613372;101.1612846;100.0154692;107.4583708;181.1879036;183.3912622;213.9532583;324.9137657;417.6898188;519.7791199;419.4967887;427.517275;433.5936909;431.8553777;543.3267835;606.4641377;511.8336436;549.1764926
*;9;EUR;IMMOBILIER;RET_IDX;0;100;95.37312355;94.34594827;104.2593214;113.2764431;121.3804115;102.7282144;93.1778424;101.8943368;115.5267234;106.713711;96.44512668;88.58219903;84.49123799;104.5516402;105.6665669;82.61960956;64.30231688;64.11118949;63.39983964;56.73577395;48.07787087;52.38198655;44.7598314;47.60523406;53.57423363;61.82671312;59.11142953;59.90557487;59.77568544;79.06572673;75.7588291;80.78667882;83.58897188;88.46737525;92.0882465;103.9746892;127.1627714;131.1955564;141.9525031;161.5531962;203.924569;221.1901094;281.5577711;301.3843804;297.5564687;289.9592666;358.5752526;424.59558;410.7050482;427.0947024
*;10;EUR;VALN;DEF;0;1;1.003341126;1.005267596;1.008274102;1.013198237;1.018588963;1.026708795;1.034840634;1.039954515;1.043150452;1.045656934;1.045071335;1.04403708;1.039848007;1.032849799;1.024206408;1.017480995;1.01336476;1.002773155;0.991013135;0.973921213;0.95288573;0.926163042;0.90539011;0.883247263;0.857300693;0.837226712;0.816523483;0.798287185;0.779756393;0.76351037;0.745771495;0.723583563;0.697927798;0.66899714;0.638117243;0.610398962;0.586467075;0.562709498;0.541829306;0.524226026;0.508353818;0.493237091;0.480457124;0.469743926;0.459985157;0.451988277;0.445051099;0.438014169;0.431096021;0.424236237
*;10;EUR;INFLN;INFLN_IDX;0;100;100.2615428;100.767413;101.4933847;102.2994239;103.1974416;104.1212754;105.0637825;106.2438121;107.6574819;108.8266405;109.9873218;110.9579268;111.8177526;112.3806019;112.7122068;112.6020108;112.1058687;111.7465241;111.3066411;111.3630766;111.9262353;113.1099241;113.9447885;114.9069153;116.3324637;117.5320733;119.0609842;120.4534365;122.1955006;124.1513874;126.6938969;130.4648897;135.3835958;141.4301038;148.3975977;155.4104468;162.0906389;169.2009659;176.1313352;182.0931193;187.7795948;193.1956659;197.5587495;200.3750097;202.2870905;203.4245878;203.8241851;203.8161637;203.4811685;202.5518522
*;10;EUR;EQUITY;RET_IDX;0;100;99.22169254;99.88096311;89.4779523;79.37911456;81.17479877;71.05749575;69.10412234;73.39853736;66.82383656;78.17640227;53.25984836;56.43888163;50.85878429;60.9555131;72.440269;49.80558296;55.03477121;52.798458;61.02324891;57.64253253;68.91148005;57.75731966;75.78236112;86.80325592;94.87537928;117.0805099;110.337591;131.0817899;125.8736688;144.1668307;188.6070993;181.801307;225.1076776;272.6815452;288.2689267;291.875474;397.9662554;469.3180358;487.0689717;805.3302204;896.6351377;887.5059729;835.2815513;979.3918585;747.0753605;592.6122417;722.9287398;729.0311343;571.4113757;531.9573115
*;10;EUR;IMMOBILIER;RET_IDX;0;100;101.8287771;86.93898573;72.28018304;63.52022257;54.84124017;55.43514274;58.02505163;60.3619963;55.70415567;58.1254;55.315992;67.3217562;68.96203333;74.18189124;71.03197437;68.41070115;82.86915539;76.13300518;81.00624992;81.7032119;86.98512075;64.48733205;78.01676961;91.07932297;77.87889644;92.39561561;89.0453364;80.56190922;71.55599675;80.10044434;85.94068456;98.89175561;106.8803525;117.6553996;101.6480195;102.5259498;110.019198;98.36424436;99.75383721;125.4952168;138.4485762;140.4566046;152.4434155;151.6415816;144.8542318;129.2366238;143.7553404;151.8642535;145.917497;146.4666383
*;11;EUR;VALN;DEF;0;1;1.003341126;1.000640294;0.996870859;0.992975294;0.986098265;0.976116479;0.961716891;0.942335733;0.917223216;0.880732438;0.830331217;0.773845406;0.717287793;0.664851248;0.618194693;0.572093996;0.522558803;0.472343956;0.419825455;0.372405098;0.329877222;0.293156854;0.26315744;0.238518069;0.217521409;0.19897388;0.181570635;0.163770213;0.147711098;0.13411765;0.122774481;0.112585165;0.103917812;0.096134644;0.089033365;0.082719803;0.076382402;0.070712903;0.066227504;0.062552603;0.059779082;0.057650609;0.055868358;0.054264766;0.052549155;0.050771656;0.049239736;0.047722458;0.046411636;0.045209561
